Year,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2020,2020,UT,Utah,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,0.6,0.6,&,Interpret with caution; less than 60 respondents,0.1,3.5,Race/Ethnicity,"Multiracial, non-Hispanic",49,TOB,TOB05,CRDPREV,RACE,MRC
2020,2020,WY,Wyoming,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,%,Crude Prevalence,5.0,5.0,&,Interpret with caution; less than 60 respondents,1.1,20.6,Race/Ethnicity,Hispanic,56,TOB,TOB05,CRDPREV,RACE,HIS
2020,2020,AZ,Arizona,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,26.2,26.2,&,Interpret with caution; less than 60 respondents,14.2,43.3,Race/Ethnicity,"Asian, non-Hispanic",4,DIA,DIA02,CRDPREV,RACE,ASN
2020,2020,AK,Alaska,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,17.1,17.1,&,Interpret with caution; less than 60 respondents,6.0,39.8,Race/Ethnicity,"Black, non-Hispanic",2,DIA,DIA02,CRDPREV,RACE,BLK
2020,2020,AZ,Arizona,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,23.8,23.8,&,Interpret with caution; less than 60 respondents,12.4,40.9,Race/Ethnicity,"Black, non-Hispanic",4,DIA,DIA02,CRDPREV,RACE,BLK
2020,2020,AK,Alaska,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,28.4,28.4,&,Interpret with caution; less than 60 respondents,16.5,44.2,Race/Ethnicity,"Asian, non-Hispanic",2,DIA,DIA02,CRDPREV,RACE,ASN
2020,2020,CO,Colorado,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,12.2,12.2,&,Interpret with caution; less than 60 respondents,3.6,33.7,Race/Ethnicity,"Asian, non-Hispanic",8,DIA,DIA02,CRDPREV,RACE,ASN
2020,2020,AZ,Arizona,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,21.5,21.5,&,Interpret with caution; less than 60 respondents,10.8,38.4,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4,DIA,DIA02,CRDPREV,RACE,AIAN
2020,2020,DE,Delaware,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,20.2,20.2,&,Interpret with caution; less than 60 respondents,11.0,34.0,Race/Ethnicity,"Asian, non-Hispanic",10,DIA,DIA02,CRDPREV,RACE,ASN
2020,2020,KS,Kansas,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,34.1,34.1,&,Interpret with caution; less than 60 respondents,17.6,55.8,Race/Ethnicity,"Asian, non-Hispanic",20,DIA,DIA02,CRDPREV,RACE,ASN
2020,2020,FL,Florida,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,19.2,19.2,&,Interpret with caution; less than 60 respondents,6.9,43.4,Race/Ethnicity,"Multiracial, non-Hispanic",12,DIA,DIA02,CRDPREV,RACE,MRC
2020,2020,IA,Iowa,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,4.0,4.0,&,Interpret with caution; less than 60 respondents,1.3,11.7,Race/Ethnicity,Hispanic,19,DIA,DIA02,CRDPREV,RACE,HIS
2020,2020,LA,Louisiana,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,19.3,19.3,&,Interpret with caution; less than 60 respondents,11.1,31.6,Race/Ethnicity,Hispanic,22,DIA,DIA02,CRDPREV,RACE,HIS
2020,2020,MO,Missouri,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,7.3,7.3,&,Interpret with caution; less than 60 respondents,1.8,25.2,Race/Ethnicity,"Multiracial, non-Hispanic",29,DIA,DIA02,CRDPREV,RACE,MRC
2020,2020,MT,Montana,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,12.2,12.2,&,Interpret with caution; less than 60 respondents,4.1,30.9,Race/Ethnicity,Hispanic,30,DIA,DIA02,CRDPREV,RACE,HIS
2020,2020,KY,Kentucky,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,4.8,4.8,&,Interpret with caution; less than 60 respondents,1.0,20.7,Race/Ethnicity,Hispanic,21,DIA,DIA02,CRDPREV,RACE,HIS
2020,2020,MI,Michigan,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,35.9,35.9,&,Interpret with caution; less than 60 respondents,22.5,51.9,Race/Ethnicity,"Asian, non-Hispanic",26,DIA,DIA02,CRDPREV,RACE,ASN
2020,2020,ME,Maine,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,11.6,11.6,&,Interpret with caution; less than 60 respondents,4.0,29.3,Race/Ethnicity,"Black, non-Hispanic",23,DIA,DIA02,CRDPREV,RACE,BLK
2020,2020,MO,Missouri,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,15.3,15.3,&,Interpret with caution; less than 60 respondents,7.0,30.3,Race/Ethnicity,Hispanic,29,DIA,DIA02,CRDPREV,RACE,HIS
2020,2020,MT,Montana,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,23.1,23.1,&,Interpret with caution; less than 60 respondents,11.5,41.0,Race/Ethnicity,"Multiracial, non-Hispanic",30,DIA,DIA02,CRDPREV,RACE,MRC
2020,2020,MN,Minnesota,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,19.2,19.2,&,Interpret with caution; less than 60 respondents,6.8,43.9,Race/Ethnicity,Hispanic,27,DIA,DIA02,CRDPREV,RACE,HIS
2020,2020,NH,New Hampshire,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,16.9,16.9,&,Interpret with caution; less than 60 respondents,6.5,37.1,Race/Ethnicity,Hispanic,33,DIA,DIA02,CRDPREV,RACE,HIS
2020,2020,ND,North Dakota,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,5.1,5.1,&,Interpret with caution; less than 60 respondents,1.0,22.7,Race/Ethnicity,Hispanic,38,DIA,DIA02,CRDPREV,RACE,HIS
2020,2020,ND,North Dakota,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,8.3,8.3,&,Interpret with caution; less than 60 respondents,2.7,22.8,Race/Ethnicity,"Black, non-Hispanic",38,DIA,DIA02,CRDPREV,RACE,BLK
2020,2020,VA,Virginia,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,37.5,37.5,&,Interpret with caution; less than 60 respondents,22.1,56.0,Race/Ethnicity,"Asian, non-Hispanic",51,DIA,DIA02,CRDPREV,RACE,ASN
2020,2020,SD,South Dakota,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,7.7,7.7,&,Interpret with caution; less than 60 respondents,3.4,16.6,Race/Ethnicity,"Black, non-Hispanic",46,DIA,DIA02,CRDPREV,RACE,BLK
2020,2020,UT,Utah,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,17.0,17.0,&,Interpret with caution; less than 60 respondents,6.4,37.9,Race/Ethnicity,"Multiracial, non-Hispanic",49,DIA,DIA02,CRDPREV,RACE,MRC
2020,2020,PA,Pennsylvania,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,12.2,12.2,&,Interpret with caution; less than 60 respondents,4.9,27.1,Race/Ethnicity,"Multiracial, non-Hispanic",42,DIA,DIA02,CRDPREV,RACE,MRC
2020,2020,SD,South Dakota,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,19.6,19.6,&,Interpret with caution; less than 60 respondents,10.5,33.7,Race/Ethnicity,"Asian, non-Hispanic",46,DIA,DIA02,CRDPREV,RACE,ASN
2020,2020,WY,Wyoming,PRAMS,Diabetes,Gestational diabetes among women with a recent live birth,%,Crude Prevalence,2.5,2.5,&,Interpret with caution; less than 60 respondents,1.2,5.4,Race/Ethnicity,Hispanic,56,DIA,DIA02,CRDPREV,RACE,HIS
2020,2020,AZ,Arizona,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,85.7,85.7,&,Interpret with caution; less than 60 respondents,67.2,94.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4,SDOH,SDH11,CRDPREV,RACE,AIAN
2020,2020,AZ,Arizona,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,93.1,93.1,&,Interpret with caution; less than 60 respondents,75.3,98.3,Race/Ethnicity,"Asian, non-Hispanic",4,SDOH,SDH11,CRDPREV,RACE,ASN
2020,2020,AK,Alaska,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,95.2,95.2,&,Interpret with caution; less than 60 respondents,79.0,99.0,Race/Ethnicity,"Black, non-Hispanic",2,SDOH,SDH11,CRDPREV,RACE,BLK
2020,2020,AK,Alaska,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,90.3,90.3,&,Interpret with caution; less than 60 respondents,75.2,96.6,Race/Ethnicity,"Asian, non-Hispanic",2,SDOH,SDH11,CRDPREV,RACE,ASN
2020,2020,CO,Colorado,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,89.4,89.4,&,Interpret with caution; less than 60 respondents,67.6,97.2,Race/Ethnicity,"Asian, non-Hispanic",8,SDOH,SDH11,CRDPREV,RACE,ASN
2020,2020,AZ,Arizona,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,97.6,97.6,&,Interpret with caution; less than 60 respondents,84.8,99.7,Race/Ethnicity,"Black, non-Hispanic",4,SDOH,SDH11,CRDPREV,RACE,BLK
2020,2020,FL,Florida,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,97.1,97.1,&,Interpret with caution; less than 60 respondents,88.7,99.3,Race/Ethnicity,"Multiracial, non-Hispanic",12,SDOH,SDH11,CRDPREV,RACE,MRC
2020,2020,IA,Iowa,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,66.8,66.8,&,Interpret with caution; less than 60 respondents,50.7,79.7,Race/Ethnicity,Hispanic,19,SDOH,SDH11,CRDPREV,RACE,HIS
2020,2020,KS,Kansas,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,92.6,92.6,&,Interpret with caution; less than 60 respondents,68.4,98.6,Race/Ethnicity,"Asian, non-Hispanic",20,SDOH,SDH11,CRDPREV,RACE,ASN
2020,2020,KY,Kentucky,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,76.5,76.5,&,Interpret with caution; less than 60 respondents,55.4,89.5,Race/Ethnicity,Hispanic,21,SDOH,SDH11,CRDPREV,RACE,HIS
2020,2020,MO,Missouri,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,99.4,99.4,&,Interpret with caution; less than 60 respondents,96.2,99.9,Race/Ethnicity,"Multiracial, non-Hispanic",29,SDOH,SDH11,CRDPREV,RACE,MRC
2020,2020,ME,Maine,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,67.3,67.3,&,Interpret with caution; less than 60 respondents,48.2,82.0,Race/Ethnicity,"Black, non-Hispanic",23,SDOH,SDH11,CRDPREV,RACE,BLK
2020,2020,MN,Minnesota,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,86.8,86.8,&,Interpret with caution; less than 60 respondents,60.4,96.6,Race/Ethnicity,Hispanic,27,SDOH,SDH11,CRDPREV,RACE,HIS
2020,2020,MO,Missouri,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,82.7,82.7,&,Interpret with caution; less than 60 respondents,66.0,92.2,Race/Ethnicity,Hispanic,29,SDOH,SDH11,CRDPREV,RACE,HIS
2020,2020,MT,Montana,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,96.1,96.1,&,Interpret with caution; less than 60 respondents,89.3,98.6,Race/Ethnicity,"Multiracial, non-Hispanic",30,SDOH,SDH11,CRDPREV,RACE,MRC
2020,2020,MT,Montana,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,89.6,89.6,&,Interpret with caution; less than 60 respondents,70.5,96.9,Race/Ethnicity,Hispanic,30,SDOH,SDH11,CRDPREV,RACE,HIS
2020,2020,LA,Louisiana,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,47.5,47.5,&,Interpret with caution; less than 60 respondents,34.2,61.2,Race/Ethnicity,Hispanic,22,SDOH,SDH11,CRDPREV,RACE,HIS
2020,2020,ND,North Dakota,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,84.3,84.3,&,Interpret with caution; less than 60 respondents,61.7,94.7,Race/Ethnicity,Hispanic,38,SDOH,SDH11,CRDPREV,RACE,HIS
2020,2020,NH,New Hampshire,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,93.8,93.8,&,Interpret with caution; less than 60 respondents,70.1,99.0,Race/Ethnicity,Hispanic,33,SDOH,SDH11,CRDPREV,RACE,HIS
2020,2020,ND,North Dakota,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,74.3,74.3,&,Interpret with caution; less than 60 respondents,56.6,86.5,Race/Ethnicity,"Black, non-Hispanic",38,SDOH,SDH11,CRDPREV,RACE,BLK
2020,2020,SD,South Dakota,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,91.7,91.7,&,Interpret with caution; less than 60 respondents,78.3,97.1,Race/Ethnicity,"Asian, non-Hispanic",46,SDOH,SDH11,CRDPREV,RACE,ASN
2020,2020,SD,South Dakota,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,91.9,91.9,&,Interpret with caution; less than 60 respondents,81.3,96.7,Race/Ethnicity,"Black, non-Hispanic",46,SDOH,SDH11,CRDPREV,RACE,BLK
2020,2020,PA,Pennsylvania,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,96.6,96.6,&,Interpret with caution; less than 60 respondents,79.7,99.5,Race/Ethnicity,"Multiracial, non-Hispanic",42,SDOH,SDH11,CRDPREV,RACE,MRC
2020,2020,UT,Utah,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,95.0,95.0,&,Interpret with caution; less than 60 respondents,72.1,99.3,Race/Ethnicity,"Multiracial, non-Hispanic",49,SDOH,SDH11,CRDPREV,RACE,MRC
2020,2020,VA,Virginia,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,85.8,85.8,&,Interpret with caution; less than 60 respondents,67.7,94.5,Race/Ethnicity,"Asian, non-Hispanic",51,SDOH,SDH11,CRDPREV,RACE,ASN
2020,2020,WY,Wyoming,PRAMS,Social Determinants of Health,Health insurance coverage after pregnancy among women with a recent live birth,%,Crude Prevalence,60.4,60.4,&,Interpret with caution; less than 60 respondents,42.1,76.3,Race/Ethnicity,Hispanic,56,SDOH,SDH11,CRDPREV,RACE,HIS
2020,2020,CO,Colorado,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,91.6,91.6,&,Interpret with caution; less than 60 respondents,74.2,97.6,Race/Ethnicity,"Asian, non-Hispanic",8,SDOH,SDH10,CRDPREV,RACE,ASN
2020,2020,AK,Alaska,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,89.0,89.0,&,Interpret with caution; less than 60 respondents,76.1,95.4,Race/Ethnicity,Hispanic,2,SDOH,SDH10,CRDPREV,RACE,HIS
2020,2020,AZ,Arizona,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,92.9,92.9,&,Interpret with caution; less than 60 respondents,74.7,98.3,Race/Ethnicity,"Asian, non-Hispanic",4,SDOH,SDH10,CRDPREV,RACE,ASN
2020,2020,AK,Alaska,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,89.0,89.0,&,Interpret with caution; less than 60 respondents,74.7,95.7,Race/Ethnicity,"Asian, non-Hispanic",2,SDOH,SDH10,CRDPREV,RACE,ASN
2020,2020,AZ,Arizona,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,77.7,77.7,&,Interpret with caution; less than 60 respondents,59.4,89.3,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4,SDOH,SDH10,CRDPREV,RACE,AIAN
2020,2020,AZ,Arizona,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,87.2,87.2,&,Interpret with caution; less than 60 respondents,72.3,94.7,Race/Ethnicity,"Black, non-Hispanic",4,SDOH,SDH10,CRDPREV,RACE,BLK
2020,2020,KS,Kansas,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,87.7,87.7,&,Interpret with caution; less than 60 respondents,64.8,96.5,Race/Ethnicity,"Asian, non-Hispanic",20,SDOH,SDH10,CRDPREV,RACE,ASN
2020,2020,FL,Florida,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,88.8,88.8,&,Interpret with caution; less than 60 respondents,76.6,95.1,Race/Ethnicity,"Multiracial, non-Hispanic",12,SDOH,SDH10,CRDPREV,RACE,MRC
2020,2020,DE,Delaware,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,91.8,91.8,&,Interpret with caution; less than 60 respondents,75.1,97.6,Race/Ethnicity,"Asian, non-Hispanic",10,SDOH,SDH10,CRDPREV,RACE,ASN
2020,2020,IA,Iowa,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,58.6,58.6,&,Interpret with caution; less than 60 respondents,43.3,72.3,Race/Ethnicity,Hispanic,19,SDOH,SDH10,CRDPREV,RACE,HIS
2020,2020,MO,Missouri,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,60.8,60.8,&,Interpret with caution; less than 60 respondents,44.2,75.2,Race/Ethnicity,Hispanic,29,SDOH,SDH10,CRDPREV,RACE,HIS
2020,2020,MN,Minnesota,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,77.8,77.8,&,Interpret with caution; less than 60 respondents,50.9,92.2,Race/Ethnicity,Hispanic,27,SDOH,SDH10,CRDPREV,RACE,HIS
2020,2020,LA,Louisiana,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,46.7,46.7,&,Interpret with caution; less than 60 respondents,33.2,60.6,Race/Ethnicity,Hispanic,22,SDOH,SDH10,CRDPREV,RACE,HIS
2020,2020,KY,Kentucky,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,50.7,50.7,&,Interpret with caution; less than 60 respondents,31.9,69.3,Race/Ethnicity,Hispanic,21,SDOH,SDH10,CRDPREV,RACE,HIS
2020,2020,MT,Montana,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,87.9,87.9,&,Interpret with caution; less than 60 respondents,69.0,96.0,Race/Ethnicity,Hispanic,30,SDOH,SDH10,CRDPREV,RACE,HIS
2020,2020,MO,Missouri,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,85.3,85.3,&,Interpret with caution; less than 60 respondents,65.1,94.7,Race/Ethnicity,"Multiracial, non-Hispanic",29,SDOH,SDH10,CRDPREV,RACE,MRC
2020,2020,MT,Montana,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,82.7,82.7,&,Interpret with caution; less than 60 respondents,63.1,93.0,Race/Ethnicity,"Multiracial, non-Hispanic",30,SDOH,SDH10,CRDPREV,RACE,MRC
2020,2020,MA,Massachusetts,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,94.4,94.4,&,Interpret with caution; less than 60 respondents,80.2,98.6,Race/Ethnicity,"Multiracial, non-Hispanic",25,SDOH,SDH10,CRDPREV,RACE,MRC
2020,2020,MI,Michigan,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,95.7,95.7,&,Interpret with caution; less than 60 respondents,75.5,99.4,Race/Ethnicity,"Asian, non-Hispanic",26,SDOH,SDH10,CRDPREV,RACE,ASN
2020,2020,ME,Maine,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,88.8,88.8,&,Interpret with caution; less than 60 respondents,69.9,96.5,Race/Ethnicity,"Black, non-Hispanic",23,SDOH,SDH10,CRDPREV,RACE,BLK
2020,2020,ND,North Dakota,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,79.5,79.5,&,Interpret with caution; less than 60 respondents,59.8,90.9,Race/Ethnicity,Hispanic,38,SDOH,SDH10,CRDPREV,RACE,HIS
2020,2020,NH,New Hampshire,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,93.5,93.5,&,Interpret with caution; less than 60 respondents,69.2,98.9,Race/Ethnicity,Hispanic,33,SDOH,SDH10,CRDPREV,RACE,HIS
2020,2020,ND,North Dakota,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,62.2,62.2,&,Interpret with caution; less than 60 respondents,44.4,77.3,Race/Ethnicity,"Black, non-Hispanic",38,SDOH,SDH10,CRDPREV,RACE,BLK
2020,2020,PA,Pennsylvania,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,86.5,86.5,&,Interpret with caution; less than 60 respondents,69.0,94.9,Race/Ethnicity,"Multiracial, non-Hispanic",42,SDOH,SDH10,CRDPREV,RACE,MRC
2020,2020,SD,South Dakota,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,85.1,85.1,&,Interpret with caution; less than 60 respondents,73.1,92.4,Race/Ethnicity,"Black, non-Hispanic",46,SDOH,SDH10,CRDPREV,RACE,BLK
2020,2020,SD,South Dakota,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,97.9,97.9,&,Interpret with caution; less than 60 respondents,88.8,99.6,Race/Ethnicity,"Asian, non-Hispanic",46,SDOH,SDH10,CRDPREV,RACE,ASN
2020,2020,UT,Utah,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,96.5,96.5,&,Interpret with caution; less than 60 respondents,86.9,99.1,Race/Ethnicity,"Multiracial, non-Hispanic",49,SDOH,SDH10,CRDPREV,RACE,MRC
2020,2020,VA,Virginia,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,85.3,85.3,&,Interpret with caution; less than 60 respondents,66.9,94.4,Race/Ethnicity,"Asian, non-Hispanic",51,SDOH,SDH10,CRDPREV,RACE,ASN
2020,2020,WY,Wyoming,PRAMS,Social Determinants of Health,Health insurance coverage in the month before pregnancy among women with a recent live birth,%,Crude Prevalence,55.6,55.6,&,Interpret with caution; less than 60 respondents,37.6,72.3,Race/Ethnicity,Hispanic,56,SDOH,SDH10,CRDPREV,RACE,HIS
2020,2020,AK,Alaska,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,91.7,91.7,&,Interpret with caution; less than 60 respondents,79.6,96.9,Race/Ethnicity,Hispanic,2,MAT,MAT01,CRDPREV,RACE,HIS
2020,2020,AZ,Arizona,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,87.7,87.7,&,Interpret with caution; less than 60 respondents,71.4,95.4,Race/Ethnicity,"Black, non-Hispanic",4,MAT,MAT01,CRDPREV,RACE,BLK
2020,2020,AK,Alaska,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,78.8,78.8,&,Interpret with caution; less than 60 respondents,61.8,89.5,Race/Ethnicity,"Asian, non-Hispanic",2,MAT,MAT01,CRDPREV,RACE,ASN
2020,2020,CO,Colorado,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,87.1,87.1,&,Interpret with caution; less than 60 respondents,66.8,95.8,Race/Ethnicity,"Asian, non-Hispanic",8,MAT,MAT01,CRDPREV,RACE,ASN
2020,2020,AZ,Arizona,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,68.6,68.6,&,Interpret with caution; less than 60 respondents,49.4,83.0,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",4,MAT,MAT01,CRDPREV,RACE,AIAN
2020,2020,AZ,Arizona,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,92.0,92.0,&,Interpret with caution; less than 60 respondents,73.3,98.0,Race/Ethnicity,"Asian, non-Hispanic",4,MAT,MAT01,CRDPREV,RACE,ASN
2020,2020,KS,Kansas,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,93.4,93.4,&,Interpret with caution; less than 60 respondents,74.1,98.6,Race/Ethnicity,"Asian, non-Hispanic",20,MAT,MAT01,CRDPREV,RACE,ASN
2020,2020,IA,Iowa,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,87.8,87.8,&,Interpret with caution; less than 60 respondents,73.5,94.9,Race/Ethnicity,Hispanic,19,MAT,MAT01,CRDPREV,RACE,HIS
2020,2020,FL,Florida,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,94.7,94.7,&,Interpret with caution; less than 60 respondents,84.1,98.4,Race/Ethnicity,"Multiracial, non-Hispanic",12,MAT,MAT01,CRDPREV,RACE,MRC
2020,2020,DE,Delaware,PRAMS,Maternal Health,Postpartum checkup among women with a recent live birth,%,Crude Prevalence,83.0,83.0,&,Interpret with caution; less than 60 respondents,67.7,91.9,Race/Ethnicity,"Asian, non-Hispanic",10,MAT,MAT01,CRDPREV,RACE,ASN
